Country,Year,Gender_Female,Gender_Male,Gender_Total,Age_Under18,Age_Over18,Age_Total,VALUE
Ireland,2017-01-01,0,1,0,0,1,0,0
Iceland,2017-01-01,0,1,0,0,1,0,0
Italy,2017-01-01,0,1,0,0,1,0,2
Jamaica,2017-01-01,0,1,0,0,1,0,51
Kenya,2017-01-01,0,1,0,0,1,0,188
Saint Kitts and Nevis,2017-01-01,0,1,0,0,1,0,0
Saint Lucia,2017-01-01,0,1,0,0,1,0,2
Sri Lanka,2017-01-01,0,1,0,0,1,0,9
Lithuania,2017-01-01,0,1,0,0,1,0,1
Latvia,2017-01-01,0,1,0,0,1,0,0
Mexico,2017-01-01,0,1,0,0,1,0,1204
Malta,2017-01-01,0,1,0,0,1,0,0
Mongolia,2017-01-01,0,1,0,0,1,0,0
Netherlands (Kingdom of the),2017-01-01,0,1,0,0,1,0,2
Norway,2017-01-01,0,1,0,0,1,0,0
Oman,2017-01-01,0,1,0,0,1,0,1
Panama,2017-01-01,0,1,0,0,1,0,18
Poland,2017-01-01,0,1,0,0,1,0,3
Serbia,2017-01-01,0,1,0,0,1,0,1
Suriname,2017-01-01,0,1,0,0,1,0,0
Slovakia,2017-01-01,0,1,0,0,1,0,1
Slovenia,2017-01-01,0,1,0,0,1,0,0
Trinidad and Tobago,2017-01-01,0,1,0,0,1,0,17
Türkiye,2017-01-01,0,1,0,0,1,0,76
Uruguay,2017-01-01,0,1,0,0,1,0,15
United States of America,2017-01-01,0,1,0,0,1,0,747
Saint Vincent and the Grenadines,2017-01-01,0,1,0,0,1,0,1
Kosovo under UNSCR 1244,2017-01-01,0,1,0,0,1,0,3
Albania,2018-01-01,0,1,0,0,1,0,48
Argentina,2018-01-01,0,1,0,0,1,0,127
Antigua and Barbuda,2018-01-01,0,1,0,0,1,0,0
Australia,2018-01-01,0,1,0,0,1,0,4
Austria,2018-01-01,0,1,0,0,1,0,0
Bahamas,2018-01-01,0,1,0,0,1,0,7
Belize,2018-01-01,0,1,0,0,1,0,3
Bolivia (Plurinational State of),2018-01-01,0,1,0,0,1,0,14
Barbados,2018-01-01,0,1,0,0,1,0,3
Canada,2018-01-01,0,1,0,0,1,0,19
Switzerland,2018-01-01,0,1,0,0,1,0,1
Chile,2018-01-01,0,1,0,0,1,0,35
Colombia,2018-01-01,0,1,0,0,1,0,499
Costa Rica,2018-01-01,0,1,0,0,1,0,18
Germany,2018-01-01,0,1,0,0,1,0,9
Dominica,2018-01-01,0,1,0,0,1,0,0
Denmark,2018-01-01,0,1,0,0,1,0,0
Dominican Republic,2018-01-01,0,1,0,0,1,0,34
Ecuador,2018-01-01,0,1,0,0,1,0,26
Spain,2018-01-01,0,1,0,0,1,0,4
Finland,2018-01-01,0,1,0,0,1,0,1
France,2018-01-01,0,1,0,0,1,0,19
United Kingdom (England and Wales),2018-01-01,0,1,0,0,1,0,20
United Kingdom (Northern Ireland),2018-01-01,0,1,0,0,1,0,0
United Kingdom (Scotland),2018-01-01,0,1,0,0,1,0,1
Georgia,2018-01-01,0,1,0,0,1,0,0
Guatemala,2018-01-01,0,1,0,0,1,0,239
Guyana,2018-01-01,0,1,0,0,1,0,2
"China, Hong Kong Special Administrative Region",2018-01-01,0,1,0,0,1,0,0
Honduras,2018-01-01,0,1,0,0,1,0,196
Croatia,2018-01-01,0,1,0,0,1,0,0
Hungary,2018-01-01,0,1,0,0,1,0,0
Ireland,2018-01-01,0,1,0,0,1,0,1
Iceland,2018-01-01,0,1,0,0,1,0,0
Italy,2018-01-01,0,1,0,0,1,0,4
Jamaica,2018-01-01,0,1,0,0,1,0,40
Kenya,2018-01-01,0,1,0,0,1,0,48
Saint Kitts and Nevis,2018-01-01,0,1,0,0,1,0,2
Saint Lucia,2018-01-01,0,1,0,0,1,0,4
Sri Lanka,2018-01-01,0,1,0,0,1,0,3
Lithuania,2018-01-01,0,1,0,0,1,0,2
Latvia,2018-01-01,0,1,0,0,1,0,0
Mexico,2018-01-01,0,1,0,0,1,0,1330
Malta,2018-01-01,0,1,0,0,1,0,0
Montenegro,2018-01-01,0,1,0,0,1,0,0
Mongolia,2018-01-01,0,1,0,0,1,0,1
Netherlands (Kingdom of the),2018-01-01,0,1,0,0,1,0,3
Norway,2018-01-01,0,1,0,0,1,0,2
Oman,2018-01-01,0,1,0,0,1,0,0
Panama,2018-01-01,0,1,0,0,1,0,20
Peru,2018-01-01,0,1,0,0,1,0,81
Poland,2018-01-01,0,1,0,0,1,0,3
Puerto Rico,2018-01-01,0,1,0,0,1,0,21
El Salvador,2018-01-01,0,1,0,0,1,0,227
Serbia,2018-01-01,0,1,0,0,1,0,1
Suriname,2018-01-01,0,1,0,0,1,0,1
Slovakia,2018-01-01,0,1,0,0,1,0,1
Slovenia,2018-01-01,0,1,0,0,1,0,0
Trinidad and Tobago,2018-01-01,0,1,0,0,1,0,11
Türkiye,2018-01-01,0,1,0,0,1,0,63
Uruguay,2018-01-01,0,1,0,0,1,0,22
United States of America,2018-01-01,0,1,0,0,1,0,707
Saint Vincent and the Grenadines,2018-01-01,0,1,0,0,1,0,0
Kosovo under UNSCR 1244,2018-01-01,0,1,0,0,1,0,1
Albania,2019-01-01,0,1,0,0,1,0,52
Argentina,2019-01-01,0,1,0,0,1,0,107
Antigua and Barbuda,2019-01-01,0,1,0,0,1,0,0
Australia,2019-01-01,0,1,0,0,1,0,3
Austria,2019-01-01,0,1,0,0,1,0,3
Bahamas,2019-01-01,0,1,0,0,1,0,3
Bosnia and Herzegovina,2019-01-01,0,1,0,0,1,0,2
Belize,2019-01-01,0,1,0,0,1,0,8
Bolivia (Plurinational State of),2019-01-01,0,1,0,0,1,0,10
Barbados,2019-01-01,0,1,0,0,1,0,2
Bhutan,2019-01-01,0,1,0,0,1,0,0
Canada,2019-01-01,0,1,0,0,1,0,28
Switzerland,2019-01-01,0,1,0,0,1,0,0
Chile,2019-01-01,0,1,0,0,1,0,28
Colombia,2019-01-01,0,1,0,0,1,0,592
Costa Rica,2019-01-01,0,1,0,0,1,0,20
Czechia,2019-01-01,0,1,0,0,1,0,0
Germany,2019-01-01,0,1,0,0,1,0,8
Dominica,2019-01-01,0,1,0,0,1,0,0
Denmark,2019-01-01,0,1,0,0,1,0,2
Dominican Republic,2019-01-01,0,1,0,0,1,0,26
Ecuador,2019-01-01,0,1,0,0,1,0,36
Spain,2019-01-01,0,1,0,0,1,0,1
France,2019-01-01,0,1,0,0,1,0,22
United Kingdom (Northern Ireland),2019-01-01,0,1,0,0,1,0,0
United Kingdom (Scotland),2019-01-01,0,1,0,0,1,0,1
Guatemala,2019-01-01,0,1,0,0,1,0,232
Guyana,2019-01-01,0,1,0,0,1,0,9
"China, Hong Kong Special Administrative Region",2019-01-01,0,1,0,0,1,0,1
Honduras,2019-01-01,0,1,0,0,1,0,193
Croatia,2019-01-01,0,1,0,0,1,0,0
Hungary,2019-01-01,0,1,0,0,1,0,1
Ireland,2019-01-01,0,1,0,0,1,0,0
Iceland,2019-01-01,0,1,0,0,1,0,0
Italy,2019-01-01,0,1,0,0,1,0,6
Jamaica,2019-01-01,0,1,0,0,1,0,43
Jordan,2019-01-01,0,1,0,0,1,0,5
Kenya,2019-01-01,0,1,0,0,1,0,57
Saint Kitts and Nevis,2019-01-01,0,1,0,0,1,0,0
Saint Lucia,2019-01-01,0,1,0,0,1,0,2
Lithuania,2019-01-01,0,1,0,0,1,0,1
Latvia,2019-01-01,0,1,0,0,1,0,1
Mexico,2019-01-01,0,1,0,0,1,0,1228
Malta,2019-01-01,0,1,0,0,1,0,0
Montenegro,2019-01-01,0,1,0,0,1,0,1
Mongolia,2019-01-01,0,1,0,0,1,0,0
Netherlands (Kingdom of the),2019-01-01,0,1,0,0,1,0,1
Norway,2019-01-01,0,1,0,0,1,0,0
Panama,2019-01-01,0,1,0,0,1,0,10
Peru,2019-01-01,0,1,0,0,1,0,77
Poland,2019-01-01,0,1,0,0,1,0,4
El Salvador,2019-01-01,0,1,0,0,1,0,158
Serbia,2019-01-01,0,1,0,0,1,0,4
Suriname,2019-01-01,0,1,0,0,1,0,1
Slovakia,2019-01-01,0,1,0,0,1,0,5
Slovenia,2019-01-01,0,1,0,0,1,0,0
Trinidad and Tobago,2019-01-01,0,1,0,0,1,0,18
Türkiye,2019-01-01,0,1,0,0,1,0,50
Uruguay,2019-01-01,0,1,0,0,1,0,17
United States of America,2019-01-01,0,1,0,0,1,0,727
Saint Vincent and the Grenadines,2019-01-01,0,1,0,0,1,0,1
Kosovo under UNSCR 1244,2019-01-01,0,1,0,0,1,0,1
Argentina,2020-01-01,0,1,0,0,1,0,116
Antigua and Barbuda,2020-01-01,0,1,0,0,1,0,0
Australia,2020-01-01,0,1,0,0,1,0,7
Austria,2020-01-01,0,1,0,0,1,0,1
Bahamas,2020-01-01,0,1,0,0,1,0,2
Bosnia and Herzegovina,2020-01-01,0,1,0,0,1,0,0
Belize,2020-01-01,0,1,0,0,1,0,5
Bolivia (Plurinational State of),2020-01-01,0,1,0,0,1,0,7
Brazil,2020-01-01,0,1,0,0,1,0,5877
Barbados,2020-01-01,0,1,0,0,1,0,0
Bhutan,2020-01-01,0,1,0,0,1,0,0
Canada,2020-01-01,0,1,0,0,1,0,25
Switzerland,2020-01-01,0,1,0,0,1,0,0
Chile,2020-01-01,0,1,0,0,1,0,35
Colombia,2020-01-01,0,1,0,0,1,0,560
Costa Rica,2020-01-01,0,1,0,0,1,0,26
Czechia,2020-01-01,0,1,0,0,1,0,1
Germany,2020-01-01,0,1,0,0,1,0,9
Dominica,2020-01-01,0,1,0,0,1,0,0
Denmark,2020-01-01,0,1,0,0,1,0,1
Dominican Republic,2020-01-01,0,1,0,0,1,0,23
Ecuador,2020-01-01,0,1,0,0,1,0,30
Spain,2020-01-01,0,1,0,0,1,0,2
France,2020-01-01,0,1,0,0,1,0,18
United Kingdom (Northern Ireland),2020-01-01,0,1,0,0,1,0,1
United Kingdom (Scotland),2020-01-01,0,1,0,0,1,0,2
Guatemala,2020-01-01,0,1,0,0,1,0,133
Guyana,2020-01-01,0,1,0,0,1,0,6
"China, Hong Kong Special Administrative Region",2020-01-01,0,1,0,0,1,0,0
Honduras,2020-01-01,0,1,0,0,1,0,133
Croatia,2020-01-01,0,1,0,0,1,0,0
Hungary,2020-01-01,0,1,0,0,1,0,0
Ireland,2020-01-01,0,1,0,0,1,0,0
Iceland,2020-01-01,0,1,0,0,1,0,0
Italy,2020-01-01,0,1,0,0,1,0,3
Jamaica,2020-01-01,0,1,0,0,1,0,24
Jordan,2020-01-01,0,1,0,0,1,0,11
Kenya,2020-01-01,0,1,0,0,1,0,91
Saint Kitts and Nevis,2020-01-01,0,1,0,0,1,0,0
Saint Lucia,2020-01-01,0,1,0,0,1,0,1
Lithuania,2020-01-01,0,1,0,0,1,0,1
Latvia,2020-01-01,0,1,0,0,1,0,1
Mexico,2020-01-01,0,1,0,0,1,0,1198
Malta,2020-01-01,0,1,0,0,1,0,0
Montenegro,2020-01-01,0,1,0,0,1,0,0
Mongolia,2020-01-01,0,1,0,0,1,0,7
Netherlands (Kingdom of the),2020-01-01,0,1,0,0,1,0,5
Norway,2020-01-01,0,1,0,0,1,0,0
Panama,2020-01-01,0,1,0,0,1,0,22
Peru,2020-01-01,0,1,0,0,1,0,50
Poland,2020-01-01,0,1,0,0,1,0,4
Russian Federation,2020-01-01,0,1,0,0,1,0,39
El Salvador,2020-01-01,0,1,0,0,1,0,57
Serbia,2020-01-01,0,1,0,0,1,0,2
Suriname,2020-01-01,0,1,0,0,1,0,1
Slovakia,2020-01-01,0,1,0,0,1,0,3
Slovenia,2020-01-01,0,1,0,0,1,0,0
Trinidad and Tobago,2020-01-01,0,1,0,0,1,0,10
Türkiye,2020-01-01,0,1,0,0,1,0,65
Uruguay,2020-01-01,0,1,0,0,1,0,17
United States of America,2020-01-01,0,1,0,0,1,0,943
Saint Vincent and the Grenadines,2020-01-01,0,1,0,0,1,0,2
Kosovo under UNSCR 1244,2020-01-01,0,1,0,0,1,0,4
Argentina,2021-01-01,0,1,0,0,1,0,96
Australia,2021-01-01,0,1,0,0,1,0,8
Austria,2021-01-01,0,1,0,0,1,0,1
Bahamas,2021-01-01,0,1,0,0,1,0,11
Bosnia and Herzegovina,2021-01-01,0,1,0,0,1,0,1
Belize,2021-01-01,0,1,0,0,1,0,5
Bolivia (Plurinational State of),2021-01-01,0,1,0,0,1,0,9
Barbados,2021-01-01,0,1,0,0,1,0,1
Canada,2021-01-01,0,1,0,0,1,0,26
Switzerland,2021-01-01,0,1,0,0,1,0,0
Chile,2021-01-01,0,1,0,0,1,0,31
Colombia,2021-01-01,0,1,0,0,1,0,538
Costa Rica,2021-01-01,0,1,0,0,1,0,22
Czechia,2021-01-01,0,1,0,0,1,0,0
Germany,2021-01-01,0,1,0,0,1,0,9
Dominica,2021-01-01,0,1,0,0,1,0,0
Denmark,2021-01-01,0,1,0,0,1,0,4
Dominican Republic,2021-01-01,0,1,0,0,1,0,38
Ecuador,2021-01-01,0,1,0,0,1,0,72
Spain,2021-01-01,0,1,0,0,1,0,2
France,2021-01-01,0,1,0,0,1,0,18
United Kingdom (Northern Ireland),2021-01-01,0,1,0,0,1,0,0
United Kingdom (Scotland),2021-01-01,0,1,0,0,1,0,1
Grenada,2021-01-01,0,1,0,0,1,0,0
Guatemala,2021-01-01,0,1,0,0,1,0,138
Guyana,2021-01-01,0,1,0,0,1,0,2
"China, Hong Kong Special Administrative Region",2021-01-01,0,1,0,0,1,0,0
Honduras,2021-01-01,0,1,0,0,1,0,131
Croatia,2021-01-01,0,1,0,0,1,0,0
Hungary,2021-01-01,0,1,0,0,1,0,0
Ireland,2021-01-01,0,1,0,0,1,0,1
Iceland,2021-01-01,0,1,0,0,1,0,0
Italy,2021-01-01,0,1,0,0,1,0,3
Jamaica,2021-01-01,0,1,0,0,1,0,38
Jordan,2021-01-01,0,1,0,0,1,0,5
Kenya,2021-01-01,0,1,0,0,1,0,145
Saint Kitts and Nevis,2021-01-01,0,1,0,0,1,0,2
Saint Lucia,2021-01-01,0,1,0,0,1,0,2
Lithuania,2021-01-01,0,1,0,0,1,0,0
Latvia,2021-01-01,0,1,0,0,1,0,0
Mexico,2021-01-01,0,1,0,0,1,0,1113
Malta,2021-01-01,0,1,0,0,1,0,0
Montenegro,2021-01-01,0,1,0,0,1,0,0
Netherlands (Kingdom of the),2021-01-01,0,1,0,0,1,0,2
Norway,2021-01-01,0,1,0,0,1,0,1
Panama,2021-01-01,0,1,0,0,1,0,25
Peru,2021-01-01,0,1,0,0,1,0,61
Poland,2021-01-01,0,1,0,0,1,0,5
Russian Federation,2021-01-01,0,1,0,0,1,0,40
El Salvador,2021-01-01,0,1,0,0,1,0,50
Suriname,2021-01-01,0,1,0,0,1,0,0
Slovakia,2021-01-01,0,1,0,0,1,0,0
Slovenia,2021-01-01,0,1,0,0,1,0,0
Türkiye,2021-01-01,0,1,0,0,1,0,61
Uruguay,2021-01-01,0,1,0,0,1,0,19
Holy See,2021-01-01,0,1,0,0,1,0,0
Saint Vincent and the Grenadines,2021-01-01,0,1,0,0,1,0,1
Kosovo under UNSCR 1244,2021-01-01,0,1,0,0,1,0,0
Argentina,2022-01-01,0,1,0,0,1,0,109
Antigua and Barbuda,2022-01-01,0,1,0,0,1,0,0
Australia,2022-01-01,0,1,0,0,1,0,5
Austria,2022-01-01,0,1,0,0,1,0,0
Bahamas,2022-01-01,0,1,0,0,1,0,5
Bosnia and Herzegovina,2022-01-01,0,1,0,0,1,0,0
Belize,2022-01-01,0,1,0,0,1,0,7
Bolivia (Plurinational State of),2022-01-01,0,1,0,0,1,0,10
Barbados,2022-01-01,0,1,0,0,1,0,0
Canada,2022-01-01,0,1,0,0,1,0,34
Switzerland,2022-01-01,0,1,0,0,1,0,2
Chile,2022-01-01,0,1,0,0,1,0,59
Colombia,2022-01-01,0,1,0,0,1,0,449
Costa Rica,2022-01-01,0,1,0,0,1,0,19
Czechia,2022-01-01,0,1,0,0,1,0,2
Germany,2022-01-01,0,1,0,0,1,0,10
Dominica,2022-01-01,0,1,0,0,1,0,0
Denmark,2022-01-01,0,1,0,0,1,0,1
Dominican Republic,2022-01-01,0,1,0,0,1,0,45
Algeria,2022-01-01,0,1,0,0,1,0,8
Ecuador,2022-01-01,0,1,0,0,1,0,175
Spain,2022-01-01,0,1,0,0,1,0,9
France,2022-01-01,0,1,0,0,1,0,25
United Kingdom (Northern Ireland),2022-01-01,0,1,0,0,1,0,2
Grenada,2022-01-01,0,1,0,0,1,0,1
Guyana,2022-01-01,0,1,0,0,1,0,6
"China, Hong Kong Special Administrative Region",2022-01-01,0,1,0,0,1,0,0
Honduras,2022-01-01,0,1,0,0,1,0,112
Croatia,2022-01-01,0,1,0,0,1,0,0
Hungary,2022-01-01,0,1,0,0,1,0,1
Ireland,2022-01-01,0,1,0,0,1,0,0
Iceland,2022-01-01,0,1,0,0,1,0,0
Italy,2022-01-01,0,1,0,0,1,0,3
Jamaica,2022-01-01,0,1,0,0,1,0,36
Jordan,2022-01-01,0,1,0,0,1,0,5
Kenya,2022-01-01,0,1,0,0,1,0,109
Saint Kitts and Nevis,2022-01-01,0,1,0,0,1,0,0
Saint Lucia,2022-01-01,0,1,0,0,1,0,1
Lithuania,2022-01-01,0,1,0,0,1,0,1
Latvia,2022-01-01,0,1,0,0,1,0,1
Morocco,2022-01-01,0,1,0,0,1,0,10
Mexico,2022-01-01,0,1,0,0,1,0,1120
Malta,2022-01-01,0,1,0,0,1,0,0
Montenegro,2022-01-01,0,1,0,0,1,0,0
Mauritius,2022-01-01,0,1,0,0,1,0,0
Netherlands (Kingdom of the),2022-01-01,0,1,0,0,1,0,3
Norway,2022-01-01,0,1,0,0,1,0,0
Panama,2022-01-01,0,1,0,0,1,0,27
Poland,2022-01-01,0,1,0,0,1,0,3
El Salvador,2022-01-01,0,1,0,0,1,0,18
Suriname,2022-01-01,0,1,0,0,1,0,1
Slovenia,2022-01-01,0,1,0,0,1,0,0
Türkiye,2022-01-01,0,1,0,0,1,0,61
Uruguay,2022-01-01,0,1,0,0,1,0,19
Holy See,2022-01-01,0,1,0,0,1,0,0
Saint Vincent and the Grenadines,2022-01-01,0,1,0,0,1,0,1
Canada,2010-01-01,1,0,0,0,1,0,2
Switzerland,2010-01-01,1,0,0,0,1,0,1
Colombia,2010-01-01,1,0,0,0,1,0,91
United Kingdom (Northern Ireland),2010-01-01,1,0,0,0,1,0,0
"China, Hong Kong Special Administrative Region",2010-01-01,1,0,0,0,1,0,0
Serbia,2010-01-01,1,0,0,0,1,0,1
Slovakia,2010-01-01,1,0,0,0,1,0,2
Austria,2011-01-01,1,0,0,0,1,0,2
Bahamas,2011-01-01,1,0,0,0,1,0,1
Canada,2011-01-01,1,0,0,0,1,0,13
Switzerland,2011-01-01,1,0,0,0,1,0,0
Colombia,2011-01-01,1,0,0,0,1,0,67
United Kingdom (Northern Ireland),2011-01-01,1,0,0,0,1,0,0
"China, Hong Kong Special Administrative Region",2011-01-01,1,0,0,0,1,0,0
Slovakia,2011-01-01,1,0,0,0,1,0,2
Bahamas,2012-01-01,1,0,0,0,1,0,1
Canada,2012-01-01,1,0,0,0,1,0,4
Switzerland,2012-01-01,1,0,0,0,1,0,0
Colombia,2012-01-01,1,0,0,0,1,0,95
United Kingdom (Northern Ireland),2012-01-01,1,0,0,0,1,0,1
"China, Hong Kong Special Administrative Region",2012-01-01,1,0,0,0,1,0,0
Slovakia,2012-01-01,1,0,0,0,1,0,1
Austria,2013-01-01,1,0,0,0,1,0,1
Canada,2013-01-01,1,0,0,0,1,0,4
Switzerland,2013-01-01,1,0,0,0,1,0,1
Colombia,2013-01-01,1,0,0,0,1,0,98
Czechia,2013-01-01,1,0,0,0,1,0,4
Germany,2013-01-01,1,0,0,0,1,0,3
Denmark,2013-01-01,1,0,0,0,1,0,0
Finland,2013-01-01,1,0,0,0,1,0,1
United Kingdom (Northern Ireland),2013-01-01,1,0,0,0,1,0,0
United Kingdom (Scotland),2013-01-01,1,0,0,0,1,0,1
"China, Hong Kong Special Administrative Region",2013-01-01,1,0,0,0,1,0,0
Honduras,2013-01-01,1,0,0,0,1,0,27
Hungary,2013-01-01,1,0,0,0,1,0,5
Iceland,2013-01-01,1,0,0,0,1,0,0
Italy,2013-01-01,1,0,0,0,1,0,5
Jamaica,2013-01-01,1,0,0,0,1,0,6
Kenya,2013-01-01,1,0,0,0,1,0,64
Sri Lanka,2013-01-01,1,0,0,0,1,0,5
Lithuania,2013-01-01,1,0,0,0,1,0,1
Mongolia,2013-01-01,1,0,0,0,1,0,1
Netherlands (Kingdom of the),2013-01-01,1,0,0,0,1,0,1
Norway,2013-01-01,1,0,0,0,1,0,1
Slovakia,2013-01-01,1,0,0,0,1,0,1
Slovenia,2013-01-01,1,0,0,0,1,0,0
United States of America,2013-01-01,1,0,0,0,1,0,82
Australia,2014-01-01,1,0,0,0,1,0,0
Bahamas,2014-01-01,1,0,0,0,1,0,1
Canada,2014-01-01,1,0,0,0,1,0,0
Switzerland,2014-01-01,1,0,0,0,1,0,0
Colombia,2014-01-01,1,0,0,0,1,0,88
Czechia,2014-01-01,1,0,0,0,1,0,0
Germany,2014-01-01,1,0,0,0,1,0,6
Denmark,2014-01-01,1,0,0,0,1,0,0
Ecuador,2014-01-01,1,0,0,0,1,0,9
Finland,2014-01-01,1,0,0,0,1,0,0
United Kingdom (Northern Ireland),2014-01-01,1,0,0,0,1,0,0
"China, Hong Kong Special Administrative Region",2014-01-01,1,0,0,0,1,0,0
Honduras,2014-01-01,1,0,0,0,1,0,26
Hungary,2014-01-01,1,0,0,0,1,0,0
Iceland,2014-01-01,1,0,0,0,1,0,0
Italy,2014-01-01,1,0,0,0,1,0,2
Jamaica,2014-01-01,1,0,0,0,1,0,5
Kenya,2014-01-01,1,0,0,0,1,0,64
Sri Lanka,2014-01-01,1,0,0,0,1,0,4
Lithuania,2014-01-01,1,0,0,0,1,0,0
Mongolia,2014-01-01,1,0,0,0,1,0,5
Netherlands (Kingdom of the),2014-01-01,1,0,0,0,1,0,2
Norway,2014-01-01,1,0,0,0,1,0,0
Serbia,2014-01-01,1,0,0,0,1,0,1
Slovakia,2014-01-01,1,0,0,0,1,0,1
Slovenia,2014-01-01,1,0,0,0,1,0,0
United States of America,2014-01-01,1,0,0,0,1,0,90
Austria,2015-01-01,1,0,0,0,1,0,0
Bahamas,2015-01-01,1,0,0,0,1,0,1
Bolivia (Plurinational State of),2015-01-01,1,0,0,0,1,0,1
Bhutan,2015-01-01,1,0,0,0,1,0,0
Canada,2015-01-01,1,0,0,0,1,0,4
Switzerland,2015-01-01,1,0,0,0,1,0,0
Colombia,2015-01-01,1,0,0,0,1,0,56
Czechia,2015-01-01,1,0,0,0,1,0,0
Germany,2015-01-01,1,0,0,0,1,0,7
Dominica,2015-01-01,1,0,0,0,1,0,0
Denmark,2015-01-01,1,0,0,0,1,0,0
Ecuador,2015-01-01,1,0,0,0,1,0,12
Finland,2015-01-01,1,0,0,0,1,0,0
France,2015-01-01,1,0,0,0,1,0,8
United Kingdom (England and Wales),2015-01-01,1,0,0,0,1,0,0
United Kingdom (Northern Ireland),2015-01-01,1,0,0,0,1,0,0
United Kingdom (Scotland),2015-01-01,1,0,0,0,1,0,0
"China, Hong Kong Special Administrative Region",2015-01-01,1,0,0,0,1,0,0
Honduras,2015-01-01,1,0,0,0,1,0,23
Ireland,2015-01-01,1,0,0,0,1,0,0
Iceland,2015-01-01,1,0,0,0,1,0,0
Italy,2015-01-01,1,0,0,0,1,0,2
Jamaica,2015-01-01,1,0,0,0,1,0,6
Kenya,2015-01-01,1,0,0,0,1,0,64
Sri Lanka,2015-01-01,1,0,0,0,1,0,0
Lithuania,2015-01-01,1,0,0,0,1,0,0
Mexico,2015-01-01,1,0,0,0,1,0,112
Malta,2015-01-01,1,0,0,0,1,0,0
Mongolia,2015-01-01,1,0,0,0,1,0,6
Netherlands (Kingdom of the),2015-01-01,1,0,0,0,1,0,2
Norway,2015-01-01,1,0,0,0,1,0,0
Panama,2015-01-01,1,0,0,0,1,0,4
Serbia,2015-01-01,1,0,0,0,1,0,1
Slovakia,2015-01-01,1,0,0,0,1,0,1
Slovenia,2015-01-01,1,0,0,0,1,0,0
Uruguay,2015-01-01,1,0,0,0,1,0,2
United States of America,2015-01-01,1,0,0,0,1,0,92
Kosovo under UNSCR 1244,2015-01-01,1,0,0,0,1,0,0
Australia,2016-01-01,1,0,0,0,1,0,0
Austria,2016-01-01,1,0,0,0,1,0,0
Bulgaria,2016-01-01,1,0,0,0,1,0,0
Bahamas,2016-01-01,1,0,0,0,1,0,0
Bolivia (Plurinational State of),2016-01-01,1,0,0,0,1,0,11
Barbados,2016-01-01,1,0,0,0,1,0,0
Bhutan,2016-01-01,1,0,0,0,1,0,0
Canada,2016-01-01,1,0,0,0,1,0,4
Switzerland,2016-01-01,1,0,0,0,1,0,0
Chile,2016-01-01,1,0,0,0,1,0,7
Colombia,2016-01-01,1,0,0,0,1,0,55
Czechia,2016-01-01,1,0,0,0,1,0,0
Germany,2016-01-01,1,0,0,0,1,0,10
Dominica,2016-01-01,1,0,0,0,1,0,0
Denmark,2016-01-01,1,0,0,0,1,0,0
Ecuador,2016-01-01,1,0,0,0,1,0,5
Spain,2016-01-01,1,0,0,0,1,0,2
Finland,2016-01-01,1,0,0,0,1,0,0
France,2016-01-01,1,0,0,0,1,0,7
United Kingdom (England and Wales),2016-01-01,1,0,0,0,1,0,5
United Kingdom (Northern Ireland),2016-01-01,1,0,0,0,1,0,0
United Kingdom (Scotland),2016-01-01,1,0,0,0,1,0,0
Georgia,2016-01-01,1,0,0,0,1,0,1
Grenada,2016-01-01,1,0,0,0,1,0,0
Guyana,2016-01-01,1,0,0,0,1,0,1
"China, Hong Kong Special Administrative Region",2016-01-01,1,0,0,0,1,0,0
Honduras,2016-01-01,1,0,0,0,1,0,34
Croatia,2016-01-01,1,0,0,0,1,0,0
Hungary,2016-01-01,1,0,0,0,1,0,2
Ireland,2016-01-01,1,0,0,0,1,0,0
Iceland,2016-01-01,1,0,0,0,1,0,0
Italy,2016-01-01,1,0,0,0,1,0,1
Jamaica,2016-01-01,1,0,0,0,1,0,6
Kenya,2016-01-01,1,0,0,0,1,0,61
Liechtenstein,2016-01-01,1,0,0,0,1,0,0
Sri Lanka,2016-01-01,1,0,0,0,1,0,6
Lithuania,2016-01-01,1,0,0,0,1,0,0
Latvia,2016-01-01,1,0,0,0,1,0,0
Mexico,2016-01-01,1,0,0,0,1,0,141
Malta,2016-01-01,1,0,0,0,1,0,0
Netherlands (Kingdom of the),2016-01-01,1,0,0,0,1,0,1
Norway,2016-01-01,1,0,0,0,1,0,0
Panama,2016-01-01,1,0,0,0,1,0,0
Peru,2016-01-01,1,0,0,0,1,0,21
Poland,2016-01-01,1,0,0,0,1,0,0
Serbia,2016-01-01,1,0,0,0,1,0,1
Slovakia,2016-01-01,1,0,0,0,1,0,1
Slovenia,2016-01-01,1,0,0,0,1,0,0
Türkiye,2016-01-01,1,0,0,0,1,0,22
Uruguay,2016-01-01,1,0,0,0,1,0,0
United States of America,2016-01-01,1,0,0,0,1,0,131
Kosovo under UNSCR 1244,2016-01-01,1,0,0,0,1,0,0
Albania,2017-01-01,1,0,0,0,1,0,12
Antigua and Barbuda,2017-01-01,1,0,0,0,1,0,0
Australia,2017-01-01,1,0,0,0,1,0,0
Austria,2017-01-01,1,0,0,0,1,0,0
Bahamas,2017-01-01,1,0,0,0,1,0,0
Belize,2017-01-01,1,0,0,0,1,0,1
Bolivia (Plurinational State of),2017-01-01,1,0,0,0,1,0,9
Barbados,2017-01-01,1,0,0,0,1,0,0
Canada,2017-01-01,1,0,0,0,1,0,9
