Id,Country,Year,Demographic,Gender,Age,Probability,VALUE,YoY_Change,YoY_Pct_Change,Yearly_Trend,Rolling_Slope,Rolling_Trend,Baseline,Cumulative_Growth,Growth_Stage
13,Albania,2024,Female_AllAges,Female,AllAges,15.633040935672515,62.335835,0.1564910000000026,0.25167682695399485,Stable,-0.04260800000000131,Stable,62.179344,0.25167682695398425,Above baseline
22,Albania,2025,Female_AllAges,Female,AllAges,16.252111760883686,62.094128,-0.24170700000000522,-0.3877496788163737,Stable,-0.6979945000000001,Sharp decline,62.179344,-0.13704872795055964,Below baseline
31,Albania,2026,Female_AllAges,Female,AllAges,16.883203378817413,60.939846,-1.154281999999995,-1.8589229564508813,Declining,-1.638904,Sharp decline,62.179344,-1.9934240541360448,Below baseline
40,Albania,2027,Female_AllAges,Female,AllAges,17.526315789473685,58.81632,-2.1235260000000054,-3.484626462626772,Declining,-1.9250010000000017,Sharp decline,62.179344,-5.408587134660029,Below baseline
49,Albania,2028,Female_AllAges,Female,AllAges,18.181448992852502,57.089844,-1.7264759999999981,-2.9353689588195953,Declining,-1.8224649999999976,Sharp decline,62.179344,-8.185194105618098,Below baseline
58,Albania,2029,Female_AllAges,Female,AllAges,18.848602988953864,55.17139,-1.918453999999997,-3.3604120550758454,Declining,,,62.179344,-11.2705499112374,Below baseline
5,Albania,2023,Female_Over18,Female,Over18,3.8276734721794727,62.179344,,,First Year,,,62.179344,0.0,Below baseline
14,Albania,2024,Female_Over18,Female,Over18,3.9823114804555235,62.335835,0.1564910000000026,0.25167682695399485,Stable,-0.04260800000000131,Stable,62.179344,0.25167682695398425,Above baseline
23,Albania,2025,Female_Over18,Female,Over18,4.140011627509318,62.094128,-0.24170700000000522,-0.3877496788163737,Stable,-0.6979945000000001,Sharp decline,62.179344,-0.13704872795055964,Below baseline
32,Albania,2026,Female_Over18,Female,Over18,4.300773913340856,60.939846,-1.154281999999995,-1.8589229564508813,Declining,-1.638904,Sharp decline,62.179344,-1.9934240541360448,Below baseline
41,Albania,2027,Female_Over18,Female,Over18,4.464598337950139,58.81632,-2.1235260000000054,-3.484626462626772,Declining,-1.9250010000000017,Sharp decline,62.179344,-5.408587134660029,Below baseline
50,Albania,2028,Female_Over18,Female,Over18,4.631484901337162,57.089844,-1.7264759999999981,-2.9353689588195953,Declining,-1.8224649999999976,Sharp decline,62.179344,-8.185194105618098,Below baseline
59,Albania,2029,Female_Over18,Female,Over18,4.801433603501931,55.17139,-1.918453999999997,-3.3604120550758454,Declining,,,62.179344,-11.2705499112374,Below baseline
6,Albania,2023,Female_Under18,Female,Under18,2.783762525221435,62.179344,,,First Year,,,62.179344,0.0,Below baseline
15,Albania,2024,Female_Under18,Female,Under18,2.8962265312403797,62.335835,0.1564910000000026,0.25167682695399485,Stable,-0.04260800000000131,Stable,62.179344,0.25167682695398425,Above baseline
24,Albania,2025,Female_Under18,Female,Under18,3.0109175472795022,62.094128,-0.24170700000000522,-0.3877496788163737,Stable,-0.6979945000000001,Sharp decline,62.179344,-0.13704872795055964,Below baseline
33,Albania,2026,Female_Under18,Female,Under18,3.1278355733388032,60.939846,-1.154281999999995,-1.8589229564508813,Declining,-1.638904,Sharp decline,62.179344,-1.9934240541360448,Below baseline
42,Albania,2027,Female_Under18,Female,Under18,3.246980609418282,58.81632,-2.1235260000000054,-3.484626462626772,Declining,-1.9250010000000017,Sharp decline,62.179344,-5.408587134660029,Below baseline
51,Albania,2028,Female_Under18,Female,Under18,3.3683526555179357,57.089844,-1.7264759999999981,-2.9353689588195953,Declining,-1.8224649999999976,Sharp decline,62.179344,-8.185194105618098,Below baseline
60,Albania,2029,Female_Under18,Female,Under18,3.491951711637769,55.17139,-1.918453999999997,-3.3604120550758454,Declining,,,62.179344,-11.2705499112374,Below baseline
7,Albania,2023,Male_AllAges,Male,AllAges,16.24431448992852,62.179344,,,First Year,,,62.179344,0.0,Below baseline
16,Albania,2024,Male_AllAges,Male,AllAges,16.90058479532163,62.335835,0.1564910000000026,0.25167682695399485,Stable,-0.04260800000000131,Stable,62.179344,0.25167682695398425,Above baseline
25,Albania,2025,Male_AllAges,Male,AllAges,17.569850552306693,62.094128,-0.24170700000000522,-0.3877496788163737,Stable,-0.6979945000000001,Sharp decline,62.179344,-0.13704872795055964,Below baseline
34,Albania,2026,Male_AllAges,Male,AllAges,18.25211176088369,60.939846,-1.154281999999995,-1.8589229564508813,Declining,-1.638904,Sharp decline,62.179344,-1.9934240541360448,Below baseline
43,Albania,2027,Male_AllAges,Male,AllAges,18.94736842105263,58.81632,-2.1235260000000054,-3.484626462626772,Declining,-1.9250010000000017,Sharp decline,62.179344,-5.408587134660029,Below baseline
52,Albania,2028,Male_AllAges,Male,AllAges,19.65562053281352,57.089844,-1.7264759999999981,-2.9353689588195953,Declining,-1.8224649999999976,Sharp decline,62.179344,-8.185194105618098,Below baseline
61,Albania,2029,Male_AllAges,Male,AllAges,20.37686809616634,55.17139,-1.918453999999997,-3.3604120550758454,Declining,,,62.179344,-11.2705499112374,Below baseline
8,Albania,2023,Male_Over18,Male,Over18,4.13802537532916,62.179344,,,First Year,,,62.179344,0.0,Below baseline
17,Albania,2024,Male_Over18,Male,Over18,4.305201600492457,62.335835,0.1564910000000026,0.25167682695399485,Stable,-0.04260800000000131,Stable,62.179344,0.25167682695398425,Above baseline
26,Albania,2025,Male_Over18,Male,Over18,4.47568824595602,62.094128,-0.24170700000000522,-0.3877496788163737,Stable,-0.6979945000000001,Sharp decline,62.179344,-0.13704872795055964,Below baseline
35,Albania,2026,Male_Over18,Male,Over18,4.649485311719845,60.939846,-1.154281999999995,-1.8589229564508813,Declining,-1.638904,Sharp decline,62.179344,-1.9934240541360448,Below baseline
44,Albania,2027,Male_Over18,Male,Over18,4.826592797783933,58.81632,-2.1235260000000054,-3.484626462626772,Declining,-1.9250010000000017,Sharp decline,62.179344,-5.408587134660029,Below baseline
53,Albania,2028,Male_Over18,Male,Over18,5.007010704148284,57.089844,-1.7264759999999981,-2.9353689588195953,Declining,-1.8224649999999976,Sharp decline,62.179344,-8.185194105618098,Below baseline
62,Albania,2029,Male_Over18,Male,Over18,5.190739030812899,55.17139,-1.918453999999997,-3.3604120550758454,Declining,,,62.179344,-11.2705499112374,Below baseline
9,Albania,2023,Male_Under18,Male,Under18,3.009473000239389,62.179344,,,First Year,,,62.179344,0.0,Below baseline
18,Albania,2024,Male_Under18,Male,Under18,3.1310557094490576,62.335835,0.1564910000000026,0.25167682695399485,Stable,-0.04260800000000131,Stable,62.179344,0.25167682695398425,Above baseline
27,Albania,2025,Male_Under18,Male,Under18,3.2550459970589225,62.094128,-0.24170700000000522,-0.3877496788163737,Stable,-0.6979945000000001,Sharp decline,62.179344,-0.13704872795055964,Below baseline
36,Albania,2026,Male_Under18,Male,Under18,3.381443863068977,60.939846,-1.154281999999995,-1.8589229564508813,Declining,-1.638904,Sharp decline,62.179344,-1.9934240541360448,Below baseline
45,Albania,2027,Male_Under18,Male,Under18,3.5102493074792225,58.81632,-2.1235260000000054,-3.484626462626772,Declining,-1.9250010000000017,Sharp decline,62.179344,-5.408587134660029,Below baseline
54,Albania,2028,Male_Under18,Male,Under18,3.641462330289661,57.089844,-1.7264759999999981,-2.9353689588195953,Declining,-1.8224649999999976,Sharp decline,62.179344,-8.185194105618098,Below baseline
63,Albania,2029,Male_Under18,Male,Under18,3.7750829315002905,55.17139,-1.918453999999997,-3.3604120550758454,Declining,,,62.179344,-11.2705499112374,Below baseline
64,Algeria,2023,AllGenders_AllAges,AllGenders,AllAges,27.746497905499755,34.277832,,,First Year,,,34.277832,0.0,Below baseline
73,Algeria,2024,AllGenders_AllAges,AllGenders,AllAges,28.867456420881947,33.405746,-0.8720859999999959,-2.5441690711361042,Declining,-0.8256959999999971,Sharp decline,34.277832,-2.544169071136109,Below baseline
82,Algeria,2025,AllGenders_AllAges,AllGenders,AllAges,30.010612134588534,32.62644,-0.7793059999999983,-2.332850162962974,Declining,-0.48869799999999936,Mild decline,34.277832,-4.817667581777034,Below baseline
91,Algeria,2026,AllGenders_AllAges,AllGenders,AllAges,31.175965046619524,32.42835,-0.19809000000000054,-0.6071456156417909,Stable,-0.7415360000000017,Sharp decline,34.277832,-5.395562939919873,Below baseline
100,Algeria,2027,AllGenders_AllAges,AllGenders,AllAges,32.36351515697491,31.143368,-1.284982000000003,-3.962526616371176,Declining,-2.5391425000000005,Sharp decline,34.277832,-9.144288938693666,Below baseline
109,Algeria,2028,AllGenders_AllAges,AllGenders,AllAges,33.573262465654715,27.350065,-3.793302999999998,-12.180130935099886,Declining,-3.544449,Sharp decline,34.277832,-20.21063350797681,Below baseline
118,Algeria,2029,AllGenders_AllAges,AllGenders,AllAges,34.805206972658894,24.05447,-3.2955950000000023,-12.049678858167256,Declining,,,34.277832,-29.824995933231712,Below baseline
65,Algeria,2023,AllGenders_Over18,AllGenders,Over18,6.771466750746962,34.277832,,,First Year,,,34.277832,0.0,Below baseline
74,Algeria,2024,AllGenders_Over18,AllGenders,Over18,7.04503400747714,33.405746,-0.8720859999999959,-2.5441690711361042,Declining,-0.8256959999999971,Sharp decline,34.277832,-2.544169071136109,Below baseline
83,Algeria,2025,AllGenders_Over18,AllGenders,Over18,7.324018437607914,32.62644,-0.7793059999999983,-2.332850162962974,Declining,-0.48869799999999936,Mild decline,34.277832,-4.817667581777034,Below baseline
92,Algeria,2026,AllGenders_Over18,AllGenders,Over18,7.608420041139288,32.42835,-0.19809000000000054,-0.6071456156417909,Stable,-0.7415360000000017,Sharp decline,34.277832,-5.395562939919873,Below baseline
101,Algeria,2027,AllGenders_Over18,AllGenders,Over18,7.898238818071259,31.143368,-1.284982000000003,-3.962526616371176,Declining,-2.5391425000000005,Sharp decline,34.277832,-9.144288938693666,Below baseline
110,Algeria,2028,AllGenders_Over18,AllGenders,Over18,8.193474768403828,27.350065,-3.793302999999998,-12.180130935099886,Declining,-3.544449,Sharp decline,34.277832,-20.21063350797681,Below baseline
119,Algeria,2029,AllGenders_Over18,AllGenders,Over18,8.49412789213699,24.05447,-3.2955950000000023,-12.049678858167256,Declining,,,34.277832,-29.824995933231712,Below baseline
66,Algeria,2023,AllGenders_Under18,AllGenders,Under18,2.394787021605631,34.277832,,,First Year,,,34.277832,0.0,Below baseline
75,Algeria,2024,AllGenders_Under18,AllGenders,Under18,2.491536417278501,33.405746,-0.8720859999999959,-2.5441690711361042,Declining,-0.8256959999999971,Sharp decline,34.277832,-2.544169071136109,Below baseline
84,Algeria,2025,AllGenders_Under18,AllGenders,Under18,2.590201642568651,32.62644,-0.7793059999999983,-2.332850162962974,Declining,-0.48869799999999936,Mild decline,34.277832,-4.817667581777034,Below baseline
93,Algeria,2026,AllGenders_Under18,AllGenders,Under18,2.6907826974760867,32.42835,-0.19809000000000054,-0.6071456156417909,Stable,-0.7415360000000017,Sharp decline,34.277832,-5.395562939919873,Below baseline
102,Algeria,2027,AllGenders_Under18,AllGenders,Under18,2.79327958200081,31.143368,-1.284982000000003,-3.962526616371176,Declining,-2.5391425000000005,Sharp decline,34.277832,-9.144288938693666,Below baseline
111,Algeria,2028,AllGenders_Under18,AllGenders,Under18,2.897692296142814,27.350065,-3.793302999999998,-12.180130935099886,Declining,-3.544449,Sharp decline,34.277832,-20.21063350797681,Below baseline
120,Algeria,2029,AllGenders_Under18,AllGenders,Under18,3.0040208399021058,24.05447,-3.2955950000000023,-12.049678858167256,Declining,,,34.277832,-29.824995933231712,Below baseline
67,Algeria,2023,Female_AllAges,Female,AllAges,23.542483071333127,34.277832,,,First Year,,,34.277832,0.0,Below baseline
76,Algeria,2024,Female_AllAges,Female,AllAges,24.49359938741498,33.405746,-0.8720859999999959,-2.5441690711361042,Declining,-0.8256959999999971,Sharp decline,34.277832,-2.544169071136109,Below baseline
85,Algeria,2025,Female_AllAges,Female,AllAges,25.463549689953908,32.62644,-0.7793059999999983,-2.332850162962974,Declining,-0.48869799999999936,Mild decline,34.277832,-4.817667581777034,Below baseline
94,Algeria,2026,Female_AllAges,Female,AllAges,26.4523339789499,32.42835,-0.19809000000000054,-0.6071456156417909,Stable,-0.7415360000000017,Sharp decline,34.277832,-5.395562939919873,Below baseline
103,Algeria,2027,Female_AllAges,Female,AllAges,27.459952254402957,31.143368,-1.284982000000003,-3.962526616371176,Declining,-2.5391425000000005,Sharp decline,34.277832,-9.144288938693666,Below baseline
112,Algeria,2028,Female_AllAges,Female,AllAges,28.486404516313087,27.350065,-3.793302999999998,-12.180130935099886,Declining,-3.544449,Sharp decline,34.277832,-20.21063350797681,Below baseline
121,Algeria,2029,Female_AllAges,Female,AllAges,29.53169076468028,24.05447,-3.2955950000000023,-12.049678858167256,Declining,,,34.277832,-29.824995933231712,Below baseline
68,Algeria,2023,Female_Over18,Female,Over18,5.745486940027725,34.277832,,,First Year,,,34.277832,0.0,Below baseline
77,Algeria,2024,Female_Over18,Female,Over18,5.977604612404845,33.405746,-0.8720859999999959,-2.5441690711361042,Declining,-0.8256959999999971,Sharp decline,34.277832,-2.544169071136109,Below baseline
86,Algeria,2025,Female_Over18,Female,Over18,6.214318674333988,32.62644,-0.7793059999999983,-2.332850162962974,Declining,-0.48869799999999936,Mild decline,34.277832,-4.817667581777034,Below baseline
95,Algeria,2026,Female_Over18,Female,Over18,6.455629125815153,32.42835,-0.19809000000000054,-0.6071456156417909,Stable,-0.7415360000000017,Sharp decline,34.277832,-5.395562939919873,Below baseline
104,Algeria,2027,Female_Over18,Female,Over18,6.701535966848339,31.143368,-1.284982000000003,-3.962526616371176,Declining,-2.5391425000000005,Sharp decline,34.277832,-9.144288938693666,Below baseline
113,Algeria,2028,Female_Over18,Female,Over18,6.952039197433549,27.350065,-3.793302999999998,-12.180130935099886,Declining,-3.544449,Sharp decline,34.277832,-20.21063350797681,Below baseline
122,Algeria,2029,Female_Over18,Female,Over18,7.207138817570781,24.05447,-3.2955950000000023,-12.049678858167256,Declining,,,34.277832,-29.824995933231712,Below baseline
69,Algeria,2023,Female_Under18,Female,Under18,2.0319405031805355,34.277832,,,First Year,,,34.277832,0.0,Below baseline
78,Algeria,2024,Female_Under18,Female,Under18,2.1140308995090313,33.405746,-0.8720859999999959,-2.5441690711361042,Declining,-0.8256959999999971,Sharp decline,34.277832,-2.544169071136109,Below baseline
87,Algeria,2025,Female_Under18,Female,Under18,2.197746848240068,32.62644,-0.7793059999999983,-2.332850162962974,Declining,-0.48869799999999936,Mild decline,34.277832,-4.817667581777034,Below baseline
96,Algeria,2026,Female_Under18,Female,Under18,2.283088349373649,32.42835,-0.19809000000000054,-0.6071456156417909,Stable,-0.7415360000000017,Sharp decline,34.277832,-5.395562939919873,Below baseline
105,Algeria,2027,Female_Under18,Female,Under18,2.370055402909778,31.143368,-1.284982000000003,-3.962526616371176,Declining,-2.5391425000000005,Sharp decline,34.277832,-9.144288938693666,Below baseline
114,Algeria,2028,Female_Under18,Female,Under18,2.458648008848448,27.350065,-3.793302999999998,-12.180130935099886,Declining,-3.544449,Sharp decline,34.277832,-20.21063350797681,Below baseline
123,Algeria,2029,Female_Under18,Female,Under18,2.548866167189666,24.05447,-3.2955950000000023,-12.049678858167256,Declining,,,34.277832,-29.824995933231712,Below baseline
70,Algeria,2023,Male_AllAges,Male,AllAges,23.878804258066452,34.277832,,,First Year,,,34.277832,0.0,Below baseline
79,Algeria,2024,Male_AllAges,Male,AllAges,24.843507950092338,33.405746,-0.8720859999999959,-2.5441690711361042,Declining,-0.8256959999999971,Sharp decline,34.277832,-2.544169071136109,Below baseline
88,Algeria,2025,Male_AllAges,Male,AllAges,25.827314685524676,32.62644,-0.7793059999999983,-2.332850162962974,Declining,-0.48869799999999936,Mild decline,34.277832,-4.817667581777034,Below baseline
97,Algeria,2026,Male_AllAges,Male,AllAges,26.830224464363468,32.42835,-0.19809000000000054,-0.6071456156417909,Stable,-0.7415360000000017,Sharp decline,34.277832,-5.395562939919873,Below baseline
106,Algeria,2027,Male_AllAges,Male,AllAges,27.852237286608716,31.143368,-1.284982000000003,-3.962526616371176,Declining,-2.5391425000000005,Sharp decline,34.277832,-9.144288938693666,Below baseline
115,Algeria,2028,Male_AllAges,Male,AllAges,28.89335315226042,27.350065,-3.793302999999998,-12.180130935099886,Declining,-3.544449,Sharp decline,34.277832,-20.21063350797681,Below baseline
124,Algeria,2029,Male_AllAges,Male,AllAges,29.953572061318567,24.05447,-3.2955950000000023,-12.049678858167256,Declining,,,34.277832,-29.824995933231712,Below baseline
71,Algeria,2023,Male_Over18,Male,Over18,5.827565324885263,34.277832,,,First Year,,,34.277832,0.0,Below baseline
80,Algeria,2024,Male_Over18,Male,Over18,6.062998964010628,33.405746,-0.8720859999999959,-2.5441690711361042,Declining,-0.8256959999999971,Sharp decline,34.277832,-2.544169071136109,Below baseline
89,Algeria,2025,Male_Over18,Male,Over18,6.303094655395901,32.62644,-0.7793059999999983,-2.332850162962974,Declining,-0.48869799999999936,Mild decline,34.277832,-4.817667581777034,Below baseline
98,Algeria,2026,Male_Over18,Male,Over18,6.5478523990410835,32.42835,-0.19809000000000054,-0.6071456156417909,Stable,-0.7415360000000017,Sharp decline,34.277832,-5.395562939919873,Below baseline
107,Algeria,2027,Male_Over18,Male,Over18,6.797272194946173,31.143368,-1.284982000000003,-3.962526616371176,Declining,-2.5391425000000005,Sharp decline,34.277832,-9.144288938693666,Below baseline
116,Algeria,2028,Male_Over18,Male,Over18,7.051354043111173,27.350065,-3.793302999999998,-12.180130935099886,Declining,-3.544449,Sharp decline,34.277832,-20.21063350797681,Below baseline
125,Algeria,2029,Male_Over18,Male,Over18,7.3100979435360784,24.05447,-3.2955950000000023,-12.049678858167256,Declining,,,34.277832,-29.824995933231712,Below baseline
72,Algeria,2023,Male_Under18,Male,Under18,2.060968224654543,34.277832,,,First Year,,,34.277832,0.0,Below baseline
81,Algeria,2024,Male_Under18,Male,Under18,2.1442313409305886,33.405746,-0.8720859999999959,-2.5441690711361042,Declining,-0.8256959999999971,Sharp decline,34.277832,-2.544169071136109,Below baseline
90,Algeria,2025,Male_Under18,Male,Under18,2.229143231786354,32.62644,-0.7793059999999983,-2.332850162962974,Declining,-0.48869799999999936,Mild decline,34.277832,-4.817667581777034,Below baseline
99,Algeria,2026,Male_Under18,Male,Under18,2.315703897221844,32.42835,-0.19809000000000054,-0.6071456156417909,Stable,-0.7415360000000017,Sharp decline,34.277832,-5.395562939919873,Below baseline
108,Algeria,2027,Male_Under18,Male,Under18,2.4039133372370607,31.143368,-1.284982000000003,-3.962526616371176,Declining,-2.5391425000000005,Sharp decline,34.277832,-9.144288938693666,Below baseline
117,Algeria,2028,Male_Under18,Male,Under18,2.4937715518319976,27.350065,-3.793302999999998,-12.180130935099886,Declining,-3.544449,Sharp decline,34.277832,-20.21063350797681,Below baseline
126,Algeria,2029,Male_Under18,Male,Under18,2.5852785410066614,24.05447,-3.2955950000000023,-12.049678858167256,Declining,,,34.277832,-29.824995933231712,Below baseline
127,Argentina,2023,AllGenders_AllAges,AllGenders,AllAges,21.01305863777904,61.505993,,,First Year,,,61.505993,0.0,Below baseline
136,Argentina,2024,AllGenders_AllAges,AllGenders,AllAges,21.861986206745314,63.421566,1.915573000000002,3.1144493513014293,Increase,1.8485985000000047,Strong growth,61.505993,3.1144493513014284,Above baseline
145,Argentina,2025,AllGenders_AllAges,AllGenders,AllAges,22.72772422262181,65.20319,1.7816240000000079,2.8091769288699275,Increase,1.6353420000000014,Strong growth,61.505993,6.011116672809445,Above baseline
154,Argentina,2026,AllGenders_AllAges,AllGenders,AllAges,23.61027268540853,66.69225,1.489059999999995,2.283722621546569,Increase,0.8144399999999975,Strong growth,61.505993,8.432116525620529,Above baseline
163,Argentina,2027,AllGenders_AllAges,AllGenders,AllAges,24.50963159510548,66.83207,0.13982000000000028,0.20964954698634575,Stable,-0.6856519999999975,Sharp decline,61.505993,8.659443966704195,Above baseline
172,Argentina,2028,AllGenders_AllAges,AllGenders,AllAges,25.42580095171264,65.320946,-1.5111239999999952,-2.2610761570006632,Declining,-1.661570000000001,Sharp decline,61.505993,6.2025711868435485,Above baseline
181,Argentina,2029,AllGenders_AllAges,AllGenders,AllAges,26.358780755230033,63.50893,-1.812016000000007,-2.774019837373465,Declining,,,61.505993,3.2564907943198365,Above baseline
128,Argentina,2023,AllGenders_Over18,AllGenders,Over18,11.165354589710972,61.505993,,,First Year,,,61.505993,0.0,Below baseline
137,Argentina,2024,AllGenders_Over18,AllGenders,Over18,11.616434915135297,63.421566,1.915573000000002,3.1144493513014293,Increase,1.8485985000000047,Strong growth,61.505993,3.1144493513014284,Above baseline
146,Argentina,2025,AllGenders_Over18,AllGenders,Over18,12.07644752423139,65.20319,1.7816240000000079,2.8091769288699275,Increase,1.6353420000000014,Strong growth,61.505993,6.011116672809445,Above baseline
155,Argentina,2026,AllGenders_Over18,AllGenders,Over18,12.545392416999249,66.69225,1.489059999999995,2.283722621546569,Increase,0.8144399999999975,Strong growth,61.505993,8.432116525620529,Above baseline
164,Argentina,2027,AllGenders_Over18,AllGenders,Over18,13.023269593438883,66.83207,0.13982000000000028,0.20964954698634575,Stable,-0.6856519999999975,Sharp decline,61.505993,8.659443966704195,Above baseline
173,Argentina,2028,AllGenders_Over18,AllGenders,Over18,13.51007905355028,65.320946,-1.5111239999999952,-2.2610761570006632,Declining,-1.661570000000001,Sharp decline,61.505993,6.2025711868435485,Above baseline
182,Argentina,2029,AllGenders_Over18,AllGenders,Over18,14.00582079733345,63.50893,-1.812016000000007,-2.774019837373465,Declining,,,61.505993,3.2564907943198365,Above baseline
129,Argentina,2023,AllGenders_Under18,AllGenders,Under18,9.70900399105302,61.505993,,,First Year,,,61.505993,0.0,Below baseline
138,Argentina,2024,AllGenders_Under18,AllGenders,Under18,10.101247752291563,63.421566,1.915573000000002,3.1144493513014293,Increase,1.8485985000000047,Strong growth,61.505993,3.1144493513014284,Above baseline
147,Argentina,2025,AllGenders_Under18,AllGenders,Under18,10.501258716722948,65.20319,1.7816240000000079,2.8091769288699275,Increase,1.6353420000000014,Strong growth,61.505993,6.011116672809445,Above baseline
156,Argentina,2026,AllGenders_Under18,AllGenders,Under18,10.909036884347175,66.69225,1.489059999999995,2.283722621546569,Increase,0.8144399999999975,Strong growth,61.505993,8.432116525620529,Above baseline
165,Argentina,2027,AllGenders_Under18,AllGenders,Under18,11.324582255164248,66.83207,0.13982000000000028,0.20964954698634575,Stable,-0.6856519999999975,Sharp decline,61.505993,8.659443966704195,Above baseline
174,Argentina,2028,AllGenders_Under18,AllGenders,Under18,11.747894829174157,65.320946,-1.5111239999999952,-2.2610761570006632,Declining,-1.661570000000001,Sharp decline,61.505993,6.2025711868435485,Above baseline
183,Argentina,2029,AllGenders_Under18,AllGenders,Under18,12.178974606376912,63.50893,-1.812016000000007,-2.774019837373465,Declining,,,61.505993,3.2564907943198365,Above baseline
130,Argentina,2023,Female_AllAges,Female,AllAges,16.86028025086619,61.505993,,,First Year,,,61.505993,0.0,Below baseline
139,Argentina,2024,Female_AllAges,Female,AllAges,17.54143557300118,63.421566,1.915573000000002,3.1144493513014293,Increase,1.8485985000000047,Strong growth,61.505993,3.1144493513014284,Above baseline
148,Argentina,2025,Female_AllAges,Female,AllAges,18.236079119336868,65.20319,1.7816240000000079,2.8091769288699275,Increase,1.6353420000000014,Strong growth,61.505993,6.011116672809445,Above baseline
