Country,Year,Gender_Female,Gender_Male,Gender_Total,Age_Under18,Age_Over18,Age_Total,VALUE
Angola,2017-01-01,0,0,1,0,0,1,6
Angola,2017-01-01,0,0,1,0,0,1,4
Angola,2017-01-01,1,0,0,1,0,0,4
Angola,2017-01-01,1,0,0,0,1,0,4
Angola,2017-01-01,0,1,0,1,0,0,4
Angola,2017-01-01,0,1,0,0,1,0,17
Angola,2017-01-01,0,0,1,0,1,0,12
Angola,2017-01-01,0,0,1,0,0,1,21
Angola,2018-01-01,1,0,0,1,0,0,4
Angola,2018-01-01,1,0,0,0,1,0,4
Angola,2018-01-01,0,1,0,1,0,0,5
Angola,2018-01-01,0,1,0,0,1,0,4
Angola,2018-01-01,0,0,1,1,0,0,5
Angola,2018-01-01,0,0,1,0,1,0,4
Angola,2018-01-01,0,0,1,0,0,1,5
Angola,2018-01-01,0,0,1,0,0,1,4
Angola,2018-01-01,1,0,0,1,0,0,4
Angola,2018-01-01,1,0,0,0,1,0,4
Angola,2018-01-01,0,1,0,1,0,0,4
Angola,2018-01-01,0,1,0,0,1,0,4
Angola,2018-01-01,0,0,1,1,0,0,4
Angola,2018-01-01,0,0,1,0,1,0,4
Angola,2018-01-01,0,0,1,0,0,1,4
Angola,2018-01-01,1,0,0,1,0,0,4
Angola,2018-01-01,1,0,0,0,1,0,4
Angola,2018-01-01,0,1,0,1,0,0,4
Angola,2018-01-01,0,1,0,0,1,0,4
Angola,2018-01-01,0,0,1,1,0,0,4
Angola,2018-01-01,0,0,1,0,1,0,4
Angola,2018-01-01,0,0,1,0,0,1,4
Angola,2018-01-01,0,0,1,0,0,1,28
Angola,2018-01-01,1,0,0,1,0,0,4
Angola,2018-01-01,1,0,0,0,1,0,4
Angola,2018-01-01,0,1,0,1,0,0,4
Angola,2018-01-01,0,1,0,0,1,0,4
Angola,2018-01-01,0,0,1,0,1,0,4
Angola,2018-01-01,0,0,1,0,0,1,4
Angola,2018-01-01,1,0,0,1,0,0,4
Angola,2018-01-01,1,0,0,0,1,0,4
Angola,2018-01-01,0,1,0,1,0,0,4
Angola,2018-01-01,0,1,0,0,1,0,4
Angola,2018-01-01,0,0,1,0,1,0,4
Angola,2018-01-01,0,0,1,0,0,1,4
Angola,2018-01-01,0,0,1,0,0,1,4
Angola,2018-01-01,0,0,1,0,0,1,4
Angola,2018-01-01,0,0,1,0,0,1,5
Angola,2018-01-01,0,0,1,0,0,1,4
Angola,2018-01-01,1,0,0,1,0,0,4
Angola,2018-01-01,1,0,0,0,1,0,4
Angola,2018-01-01,0,1,0,1,0,0,4
Angola,2018-01-01,0,1,0,0,1,0,4
Angola,2018-01-01,0,0,1,0,1,0,4
Angola,2018-01-01,0,0,1,0,0,1,4
Angola,2019-01-01,1,0,0,1,0,0,5
Angola,2019-01-01,1,0,0,0,1,0,4
Angola,2019-01-01,0,1,0,1,0,0,5
Angola,2019-01-01,0,1,0,0,1,0,4
Angola,2019-01-01,0,0,1,1,0,0,10
Angola,2019-01-01,0,0,1,0,1,0,4
Angola,2019-01-01,0,0,1,0,0,1,10
Angola,2019-01-01,0,0,1,0,0,1,4
Angola,2019-01-01,0,0,1,0,0,1,6
Angola,2019-01-01,0,0,1,0,0,1,4
Angola,2019-01-01,0,0,1,0,0,1,4
Angola,2019-01-01,1,0,0,1,0,0,4
Angola,2019-01-01,1,0,0,0,1,0,4
Angola,2019-01-01,0,1,0,1,0,0,5
Angola,2019-01-01,0,1,0,0,1,0,4
Angola,2019-01-01,0,0,1,1,0,0,8
Angola,2019-01-01,0,0,1,0,1,0,4
Angola,2019-01-01,0,0,1,0,0,1,8
Angola,2019-01-01,1,0,0,1,0,0,4
Angola,2019-01-01,1,0,0,0,1,0,4
Angola,2019-01-01,0,1,0,1,0,0,4
Angola,2019-01-01,0,1,0,0,1,0,4
Angola,2019-01-01,0,0,1,1,0,0,4
Angola,2019-01-01,0,0,1,0,1,0,4
Angola,2019-01-01,0,0,1,0,0,1,4
Angola,2019-01-01,0,0,1,0,0,1,28
Angola,2019-01-01,1,0,0,1,0,0,4
Angola,2019-01-01,1,0,0,0,1,0,4
Angola,2019-01-01,0,1,0,1,0,0,4
Angola,2019-01-01,0,1,0,0,1,0,5
Angola,2019-01-01,0,0,1,0,1,0,4
Angola,2019-01-01,0,0,1,0,0,1,8
Angola,2019-01-01,1,0,0,1,0,0,4
Angola,2019-01-01,1,0,0,0,1,0,4
Angola,2019-01-01,0,1,0,1,0,0,4
Angola,2019-01-01,0,1,0,0,1,0,5
Angola,2019-01-01,0,0,1,0,1,0,8
Angola,2019-01-01,0,0,1,0,0,1,8
Angola,2019-01-01,0,0,1,0,0,1,8
Angola,2019-01-01,1,0,0,1,0,0,4
Angola,2019-01-01,1,0,0,0,1,0,4
Angola,2019-01-01,0,1,0,1,0,0,4
Angola,2019-01-01,0,1,0,0,1,0,5
Angola,2019-01-01,0,0,1,0,1,0,8
Angola,2019-01-01,0,0,1,0,0,1,8
Angola,2020-01-01,1,0,0,1,0,0,8
Angola,2020-01-01,1,0,0,0,1,0,4
Angola,2020-01-01,0,1,0,1,0,0,4
Angola,2020-01-01,0,1,0,0,1,0,4
Angola,2020-01-01,0,0,1,1,0,0,8
Angola,2020-01-01,0,0,1,0,1,0,4
Angola,2020-01-01,0,0,1,0,0,1,8
Angola,2020-01-01,0,0,1,0,0,1,8
Angola,2020-01-01,0,0,1,0,0,1,4
Angola,2020-01-01,1,0,0,1,0,0,4
Angola,2020-01-01,1,0,0,0,1,0,4
Angola,2020-01-01,0,1,0,1,0,0,4
Angola,2020-01-01,0,1,0,0,1,0,4
Angola,2020-01-01,0,0,1,1,0,0,4
Angola,2020-01-01,0,0,1,0,1,0,4
Angola,2020-01-01,0,0,1,0,0,1,4
Angola,2020-01-01,1,0,0,1,0,0,8
Angola,2020-01-01,1,0,0,0,1,0,4
Angola,2020-01-01,0,1,0,1,0,0,4
Angola,2020-01-01,0,1,0,0,1,0,4
Angola,2020-01-01,0,0,1,1,0,0,8
Angola,2020-01-01,0,0,1,0,1,0,4
Angola,2020-01-01,0,0,1,0,0,1,8
Angola,2020-01-01,0,0,1,0,0,1,23
Angola,2020-01-01,1,0,0,1,0,0,4
Angola,2020-01-01,1,0,0,0,1,0,4
Angola,2020-01-01,0,1,0,1,0,0,4
Angola,2020-01-01,0,1,0,0,1,0,4
Angola,2020-01-01,0,0,1,0,1,0,4
Angola,2020-01-01,0,0,1,0,0,1,4
Angola,2020-01-01,1,0,0,1,0,0,4
Angola,2020-01-01,1,0,0,0,1,0,4
Angola,2020-01-01,0,1,0,1,0,0,4
Angola,2020-01-01,0,1,0,0,1,0,4
Angola,2020-01-01,0,0,1,0,1,0,4
Angola,2020-01-01,0,0,1,0,0,1,4
Angola,2020-01-01,0,0,1,0,0,1,4
Angola,2020-01-01,0,0,1,0,0,1,4
Angola,2020-01-01,0,0,1,0,0,1,20
Angola,2020-01-01,0,0,1,0,0,1,4
Angola,2020-01-01,1,0,0,1,0,0,4
Angola,2020-01-01,1,0,0,0,1,0,4
Angola,2020-01-01,0,1,0,1,0,0,4
Angola,2020-01-01,0,1,0,0,1,0,4
Angola,2020-01-01,0,0,1,0,1,0,4
Angola,2020-01-01,0,0,1,0,0,1,4
Albania,2003-01-01,0,0,1,0,0,1,40
Albania,2004-01-01,0,0,1,0,0,1,44
Albania,2005-01-01,0,0,1,0,0,1,7
Albania,2005-01-01,0,0,1,0,0,1,62
Albania,2005-01-01,0,0,1,0,0,1,49
Albania,2006-01-01,0,0,1,0,0,1,6
Albania,2006-01-01,0,0,1,0,0,1,57
Albania,2006-01-01,0,0,1,0,0,1,56
Albania,2007-01-01,0,0,1,0,0,1,9
Albania,2007-01-01,0,0,1,0,0,1,9
Albania,2007-01-01,0,0,1,0,0,1,9
Albania,2007-01-01,0,0,1,0,0,1,25
Albania,2008-01-01,0,0,1,1,0,0,16
Albania,2008-01-01,0,0,1,0,1,0,92
Albania,2008-01-01,0,0,1,0,0,1,108
Albania,2008-01-01,0,0,1,0,0,1,108
Albania,2008-01-01,0,0,1,0,0,1,108
Albania,2008-01-01,0,0,1,0,0,1,16
Albania,2008-01-01,0,0,1,0,0,1,16
Albania,2008-01-01,0,0,1,0,0,1,16
Albania,2008-01-01,0,0,1,0,0,1,14
Albania,2009-01-01,1,0,0,1,0,0,17
Albania,2009-01-01,0,1,0,1,0,0,5
Albania,2009-01-01,0,0,1,1,0,0,22
Albania,2009-01-01,0,0,1,0,1,0,72
Albania,2009-01-01,0,0,1,0,0,1,94
Albania,2009-01-01,0,0,1,0,0,1,94
Albania,2009-01-01,0,0,1,0,0,1,94
Albania,2009-01-01,0,0,1,0,0,1,7
Albania,2009-01-01,0,0,1,0,0,1,7
Albania,2009-01-01,0,0,1,0,0,1,7
Albania,2009-01-01,0,0,1,0,0,1,20
Albania,2010-01-01,0,0,1,1,0,0,14
Albania,2010-01-01,0,0,1,0,1,0,83
Albania,2010-01-01,0,0,1,0,0,1,97
Albania,2010-01-01,0,0,1,0,0,1,97
Albania,2010-01-01,0,0,1,0,0,1,37
Albania,2010-01-01,0,0,1,0,0,1,51
Albania,2010-01-01,0,0,1,0,0,1,17
Albania,2010-01-01,0,0,1,0,0,1,17
Albania,2010-01-01,0,0,1,0,0,1,17
Albania,2010-01-01,0,0,1,0,0,1,39
Albania,2011-01-01,0,0,1,1,0,0,39
Albania,2011-01-01,0,0,1,0,1,0,45
Albania,2011-01-01,0,0,1,0,0,1,84
Albania,2011-01-01,0,0,1,0,0,1,23
Albania,2011-01-01,0,0,1,0,0,1,51
Albania,2011-01-01,0,0,1,0,0,1,15
Albania,2011-01-01,0,0,1,0,0,1,15
Albania,2011-01-01,0,0,1,0,0,1,15
Albania,2011-01-01,0,0,1,0,0,1,28
Albania,2012-01-01,0,0,1,1,0,0,26
Albania,2012-01-01,0,0,1,0,1,0,66
Albania,2012-01-01,0,0,1,0,0,1,92
Albania,2012-01-01,0,0,1,0,0,1,30
Albania,2012-01-01,0,0,1,0,0,1,34
Albania,2012-01-01,0,0,1,0,0,1,4
Albania,2012-01-01,0,0,1,0,0,1,4
Albania,2012-01-01,0,0,1,0,0,1,4
Albania,2012-01-01,0,0,1,0,0,1,30
Albania,2013-01-01,0,0,1,1,0,0,43
Albania,2013-01-01,0,0,1,0,1,0,52
Albania,2013-01-01,0,0,1,0,0,1,95
Albania,2013-01-01,0,0,1,0,0,1,51
Albania,2013-01-01,0,0,1,0,0,1,53
Albania,2013-01-01,0,0,1,0,0,1,4
Albania,2013-01-01,0,0,1,0,0,1,4
Albania,2013-01-01,0,0,1,0,0,1,4
Albania,2013-01-01,0,0,1,0,0,1,42
Albania,2014-01-01,1,0,0,1,0,0,45
Albania,2014-01-01,1,0,0,0,1,0,63
Albania,2014-01-01,0,1,0,1,0,0,17
Albania,2014-01-01,0,1,0,0,1,0,4
Albania,2014-01-01,0,0,1,1,0,0,62
Albania,2014-01-01,0,0,1,0,1,0,63
Albania,2014-01-01,0,0,1,0,0,1,125
Albania,2014-01-01,0,0,1,0,0,1,4
Albania,2015-01-01,1,0,0,1,0,0,31
Albania,2015-01-01,1,0,0,0,1,0,56
Albania,2015-01-01,0,1,0,1,0,0,17
Albania,2015-01-01,0,1,0,0,1,0,5
Albania,2015-01-01,0,0,1,1,0,0,48
Albania,2015-01-01,0,0,1,0,1,0,61
Albania,2015-01-01,0,0,1,0,0,1,109
Albania,2015-01-01,0,0,1,0,0,1,4
Albania,2015-01-01,0,0,1,0,0,1,57
Albania,2016-01-01,1,0,0,1,0,0,40
Albania,2016-01-01,1,0,0,0,1,0,44
Albania,2016-01-01,0,1,0,1,0,0,4
Albania,2016-01-01,0,1,0,0,1,0,7
Albania,2016-01-01,0,0,1,1,0,0,44
Albania,2016-01-01,0,0,1,0,1,0,51
Albania,2016-01-01,0,0,1,0,0,1,95
Albania,2016-01-01,0,0,1,0,0,1,4
Albania,2016-01-01,0,0,1,0,0,1,74
Albania,2016-01-01,0,0,1,0,0,1,4
Albania,2017-01-01,1,0,0,1,0,0,36
Albania,2017-01-01,1,0,0,0,1,0,24
Albania,2017-01-01,0,1,0,1,0,0,31
Albania,2017-01-01,0,1,0,0,1,0,4
Albania,2017-01-01,0,0,1,1,0,0,67
Albania,2017-01-01,0,0,1,0,1,0,28
Albania,2017-01-01,0,0,1,0,0,1,95
Albania,2017-01-01,0,0,1,0,0,1,60
Albania,2017-01-01,0,0,1,0,0,1,6
Albania,2017-01-01,0,0,1,0,0,1,4
Albania,2017-01-01,0,0,1,0,0,1,4
Albania,2017-01-01,0,0,1,0,0,1,4
Albania,2017-01-01,0,0,1,0,0,1,4
Albania,2017-01-01,1,0,0,1,0,0,4
Albania,2017-01-01,1,0,0,0,1,0,4
Albania,2017-01-01,0,1,0,1,0,0,4
Albania,2017-01-01,0,1,0,0,1,0,4
Albania,2017-01-01,0,0,1,1,0,0,4
Albania,2017-01-01,0,0,1,0,1,0,4
Albania,2017-01-01,0,0,1,0,0,1,4
Albania,2017-01-01,1,0,0,1,0,0,16
Albania,2017-01-01,1,0,0,0,1,0,21
Albania,2017-01-01,0,1,0,1,0,0,4
Albania,2017-01-01,0,1,0,0,1,0,4
Albania,2017-01-01,0,0,1,1,0,0,16
Albania,2017-01-01,0,0,1,0,1,0,21
Albania,2017-01-01,0,0,1,0,0,1,37
Albania,2017-01-01,0,0,1,0,0,1,22
Albania,2017-01-01,0,0,1,1,0,0,22
Albania,2017-01-01,0,0,1,0,1,0,58
Albania,2017-01-01,0,0,1,0,0,1,91
Albania,2018-01-01,1,0,0,1,0,0,36
Albania,2018-01-01,1,0,0,0,1,0,24
Albania,2018-01-01,0,1,0,1,0,0,31
Albania,2018-01-01,0,1,0,0,1,0,4
Albania,2018-01-01,0,0,1,1,0,0,67
Albania,2018-01-01,0,0,1,0,1,0,28
Albania,2018-01-01,0,0,1,0,0,1,95
Albania,2018-01-01,0,0,1,0,0,1,33
Albania,2018-01-01,0,0,1,0,0,1,6
Albania,2018-01-01,0,0,1,0,0,1,4
Albania,2018-01-01,0,0,1,0,0,1,4
Albania,2018-01-01,0,0,1,0,0,1,4
Albania,2018-01-01,0,0,1,0,0,1,4
Albania,2018-01-01,1,0,0,1,0,0,4
Albania,2018-01-01,1,0,0,0,1,0,4
Albania,2018-01-01,0,1,0,1,0,0,4
Albania,2018-01-01,0,1,0,0,1,0,4
Albania,2018-01-01,0,0,1,1,0,0,4
Albania,2018-01-01,0,0,1,0,1,0,4
Albania,2018-01-01,0,0,1,0,0,1,4
Albania,2018-01-01,1,0,0,1,0,0,16
Albania,2018-01-01,1,0,0,0,1,0,21
Albania,2018-01-01,0,1,0,1,0,0,4
Albania,2018-01-01,0,1,0,0,1,0,4
Albania,2018-01-01,0,0,1,1,0,0,16
Albania,2018-01-01,0,0,1,0,1,0,21
Albania,2018-01-01,0,0,1,0,0,1,37
Albania,2018-01-01,0,0,1,0,0,1,22
Albania,2018-01-01,0,0,1,1,0,0,7
Albania,2018-01-01,0,0,1,0,1,0,31
Albania,2018-01-01,0,0,1,0,0,1,54
Albania,2019-01-01,1,0,0,1,0,0,46
Albania,2019-01-01,1,0,0,0,1,0,34
Albania,2019-01-01,0,1,0,1,0,0,21
Albania,2019-01-01,0,1,0,0,1,0,4
Albania,2019-01-01,0,0,1,1,0,0,67
Albania,2019-01-01,0,0,1,0,1,0,36
Albania,2019-01-01,0,0,1,0,0,1,103
Albania,2019-01-01,0,0,1,0,0,1,43
Albania,2019-01-01,0,0,1,0,0,1,4
Albania,2019-01-01,0,0,1,0,0,1,4
Albania,2019-01-01,1,0,0,1,0,0,8
Albania,2019-01-01,1,0,0,0,1,0,4
Albania,2019-01-01,0,1,0,1,0,0,4
Albania,2019-01-01,0,1,0,0,1,0,4
Albania,2019-01-01,0,0,1,1,0,0,4
Albania,2019-01-01,0,0,1,0,1,0,4
Albania,2019-01-01,0,0,1,0,0,1,4
Albania,2019-01-01,1,0,0,1,0,0,33
Albania,2019-01-01,1,0,0,0,1,0,31
Albania,2019-01-01,0,1,0,1,0,0,4
Albania,2019-01-01,0,1,0,0,1,0,4
Albania,2019-01-01,0,0,1,1,0,0,34
Albania,2019-01-01,0,0,1,0,1,0,31
Albania,2019-01-01,0,0,1,0,0,1,65
Albania,2019-01-01,0,0,1,0,0,1,25
Albania,2019-01-01,0,0,1,1,0,0,7
Albania,2019-01-01,0,0,1,0,1,0,34
Albania,2019-01-01,0,0,1,0,0,1,41
Albania,2020-01-01,1,0,0,1,0,0,35
Albania,2020-01-01,1,0,0,0,1,0,27
Albania,2020-01-01,0,1,0,1,0,0,23
Albania,2020-01-01,0,1,0,0,1,0,4
Albania,2020-01-01,0,0,1,1,0,0,58
Albania,2020-01-01,0,0,1,0,1,0,28
Albania,2020-01-01,0,0,1,0,0,1,86
Albania,2020-01-01,0,0,1,0,0,1,4
Albania,2020-01-01,0,0,1,0,0,1,4
Albania,2020-01-01,0,0,1,0,0,1,4
Albania,2020-01-01,0,0,1,0,0,1,4
Albania,2020-01-01,0,0,1,0,0,1,4
Albania,2020-01-01,1,0,0,1,0,0,4
Albania,2020-01-01,1,0,0,0,1,0,4
Albania,2020-01-01,0,1,0,1,0,0,4
Albania,2020-01-01,0,1,0,0,1,0,4
Albania,2020-01-01,0,0,1,1,0,0,4
Albania,2020-01-01,0,0,1,0,1,0,4
Albania,2020-01-01,0,0,1,0,0,1,4
Albania,2020-01-01,1,0,0,1,0,0,23
Albania,2020-01-01,1,0,0,0,1,0,24
Albania,2020-01-01,0,1,0,1,0,0,4
Albania,2020-01-01,0,1,0,0,1,0,4
Albania,2020-01-01,0,0,1,1,0,0,24
Albania,2020-01-01,0,0,1,0,1,0,24
Albania,2020-01-01,0,0,1,0,0,1,48
Albania,2020-01-01,0,0,1,0,0,1,28
Albania,2020-01-01,0,0,1,1,0,0,4
Albania,2020-01-01,0,0,1,0,1,0,22
Albania,2020-01-01,0,0,1,0,0,1,24
Albania,2021-01-01,1,0,0,1,0,0,54
Albania,2021-01-01,1,0,0,0,1,0,45
Albania,2021-01-01,0,1,0,1,0,0,58
Albania,2021-01-01,0,1,0,0,1,0,4
Albania,2021-01-01,0,0,1,1,0,0,112
Albania,2021-01-01,0,0,1,0,1,0,47
Albania,2021-01-01,0,0,1,0,0,1,159
Albania,2021-01-01,0,0,1,0,0,1,4
Albania,2021-01-01,0,0,1,0,0,1,4
Albania,2021-01-01,1,0,0,1,0,0,4
Albania,2021-01-01,1,0,0,0,1,0,5
Albania,2021-01-01,0,1,0,1,0,0,7
Albania,2021-01-01,0,1,0,0,1,0,4
Albania,2021-01-01,0,0,1,1,0,0,10
Albania,2021-01-01,0,0,1,0,1,0,6
Albania,2021-01-01,0,0,1,0,0,1,16
Albania,2021-01-01,1,0,0,1,0,0,20
Albania,2021-01-01,1,0,0,0,1,0,38
Albania,2021-01-01,0,1,0,0,1,0,4
Albania,2021-01-01,0,0,1,1,0,0,20
Albania,2021-01-01,0,0,1,0,1,0,39
Albania,2021-01-01,0,0,1,0,0,1,59
Albania,2021-01-01,0,0,1,0,0,1,10
Andorra,2017-01-01,1,0,0,1,0,0,4
Andorra,2017-01-01,1,0,0,0,1,0,4
Andorra,2017-01-01,0,1,0,1,0,0,4
Andorra,2017-01-01,0,1,0,0,1,0,4
Andorra,2017-01-01,0,0,1,1,0,0,4
Andorra,2017-01-01,0,0,1,0,1,0,4
Andorra,2017-01-01,0,0,1,0,0,1,4
Andorra,2017-01-01,1,0,0,1,0,0,4
Andorra,2017-01-01,1,0,0,0,1,0,4
Andorra,2017-01-01,0,1,0,1,0,0,4
Andorra,2017-01-01,0,1,0,0,1,0,4
Andorra,2017-01-01,0,0,1,0,0,1,4
Andorra,2017-01-01,1,0,0,1,0,0,4
Andorra,2017-01-01,1,0,0,0,1,0,4
Andorra,2017-01-01,0,1,0,1,0,0,4
Andorra,2017-01-01,0,1,0,0,1,0,4
Andorra,2017-01-01,0,0,1,0,0,1,4
Andorra,2017-01-01,0,0,1,0,0,1,4
Andorra,2017-01-01,1,0,0,1,0,0,4
Andorra,2017-01-01,1,0,0,0,1,0,4
Andorra,2017-01-01,0,1,0,1,0,0,4
Andorra,2017-01-01,0,1,0,0,1,0,4
Andorra,2017-01-01,0,0,1,0,0,1,4
Andorra,2017-01-01,1,0,0,1,0,0,4
Andorra,2017-01-01,1,0,0,0,1,0,4
Andorra,2017-01-01,0,1,0,1,0,0,4
Andorra,2017-01-01,0,1,0,0,1,0,4
Andorra,2017-01-01,0,0,1,0,0,1,4
Andorra,2017-01-01,0,0,1,0,0,1,4
Andorra,2017-01-01,0,0,1,0,0,1,4
Andorra,2017-01-01,1,0,0,1,0,0,4
Andorra,2017-01-01,1,0,0,0,1,0,4
Andorra,2017-01-01,0,1,0,1,0,0,4
Andorra,2017-01-01,0,1,0,0,1,0,4
Andorra,2017-01-01,0,0,1,0,0,1,4
Andorra,2018-01-01,1,0,0,1,0,0,4
Andorra,2018-01-01,1,0,0,0,1,0,4
Andorra,2018-01-01,0,1,0,1,0,0,4
Andorra,2018-01-01,0,1,0,0,1,0,4
Andorra,2018-01-01,0,0,1,1,0,0,4
Andorra,2018-01-01,0,0,1,0,1,0,4
Andorra,2018-01-01,0,0,1,0,0,1,4
Andorra,2018-01-01,1,0,0,1,0,0,4
Andorra,2018-01-01,1,0,0,0,1,0,4
Andorra,2018-01-01,0,1,0,1,0,0,4
Andorra,2018-01-01,0,1,0,0,1,0,4
Andorra,2018-01-01,0,0,1,0,1,0,4
Andorra,2018-01-01,0,0,1,0,0,1,4
Andorra,2018-01-01,1,0,0,1,0,0,4
Andorra,2018-01-01,1,0,0,0,1,0,4
Andorra,2018-01-01,0,1,0,1,0,0,4
Andorra,2018-01-01,0,1,0,0,1,0,4
Andorra,2018-01-01,0,0,1,0,0,1,4
Andorra,2018-01-01,0,0,1,0,0,1,4
Andorra,2018-01-01,1,0,0,1,0,0,4
Andorra,2018-01-01,1,0,0,0,1,0,17
Andorra,2018-01-01,0,1,0,1,0,0,4
Andorra,2018-01-01,0,1,0,0,1,0,16
Andorra,2018-01-01,0,0,1,0,1,0,33
Andorra,2018-01-01,0,0,1,0,0,1,33
Andorra,2018-01-01,1,0,0,1,0,0,4
Andorra,2018-01-01,1,0,0,0,1,0,4
Andorra,2018-01-01,0,1,0,1,0,0,4
Andorra,2018-01-01,0,1,0,0,1,0,4
Andorra,2018-01-01,0,0,1,0,0,1,4
Andorra,2018-01-01,0,0,1,0,0,1,4
Andorra,2018-01-01,0,0,1,0,0,1,4
Andorra,2018-01-01,1,0,0,1,0,0,4
Andorra,2018-01-01,1,0,0,0,1,0,17
Andorra,2018-01-01,0,1,0,1,0,0,4
Andorra,2018-01-01,0,1,0,0,1,0,16
Andorra,2018-01-01,0,0,1,0,1,0,33
Andorra,2018-01-01,0,0,1,0,0,1,33
Andorra,2019-01-01,0,0,1,0,0,1,4
Andorra,2019-01-01,0,0,1,0,0,1,4
Andorra,2019-01-01,0,0,1,0,0,1,4
Andorra,2019-01-01,0,0,1,0,0,1,4
Andorra,2020-01-01,0,0,1,0,0,1,4
Andorra,2020-01-01,0,0,1,0,0,1,4
Andorra,2020-01-01,0,0,1,0,0,1,4
Andorra,2020-01-01,0,0,1,0,0,1,4
Andorra,2021-01-01,1,0,0,0,1,0,4
Andorra,2021-01-01,0,0,1,0,1,0,4
Andorra,2021-01-01,0,0,1,0,0,1,4
Andorra,2021-01-01,1,0,0,0,1,0,4
Andorra,2021-01-01,0,0,1,0,1,0,4
Andorra,2021-01-01,0,0,1,0,0,1,4
Andorra,2021-01-01,0,0,1,0,0,1,4
Andorra,2021-01-01,1,0,0,0,1,0,4
Andorra,2021-01-01,0,1,0,0,1,0,4
Andorra,2021-01-01,0,0,1,0,1,0,4
Andorra,2021-01-01,0,0,1,0,0,1,4
Andorra,2021-01-01,1,0,0,0,1,0,4
Andorra,2021-01-01,0,1,0,0,1,0,4
Andorra,2021-01-01,0,0,1,0,1,0,4
Andorra,2021-01-01,0,0,1,0,0,1,4
United Arab Emirates,2005-01-01,0,0,1,0,0,1,27
United Arab Emirates,2006-01-01,0,0,1,0,0,1,4
United Arab Emirates,2008-01-01,1,0,0,1,0,0,10
United Arab Emirates,2008-01-01,1,0,0,0,1,0,32
United Arab Emirates,2008-01-01,0,1,0,1,0,0,4
United Arab Emirates,2008-01-01,0,1,0,0,1,0,4
United Arab Emirates,2008-01-01,0,0,1,1,0,0,11
United Arab Emirates,2008-01-01,0,0,1,0,1,0,32
United Arab Emirates,2008-01-01,0,0,1,0,0,1,43
United Arab Emirates,2008-01-01,0,0,1,0,0,1,4
United Arab Emirates,2008-01-01,0,0,1,0,0,1,8
United Arab Emirates,2008-01-01,0,0,1,0,0,1,4
